iter	RMSE
162	353871.8074
163	352923.8278
164	351729.757
165	350449.2808
166	348651.3887
167	346774.6127
168	345439.9441
169	344211.0377
170	342291.7938
171	340714.0906
172	339762.978
173	338495.2167
174	337870.279
175	336709.1736
176	335203.8623
177	334118.6627
178	332908.2638
179	332288.3379
180	331567.7111
181	330439.2462
182	329621.479
183	328773.9723
184	327982.8206
185	327348.1856
186	326240.8528
187	325685.6731
188	324386.9619
189	323683.5113
190	322568.6975
191	321953.2713
192	320837.0457
193	320244.0376
194	319189.365
195	318300.1327
196	317577.3495
197	316477.9544
198	316067.4225
199	315697.2769
200	314573.1048
201	313898.4535
202	313356.6188
203	312695.7054
204	311718.0495
205	311242.6589
206	310595.836
207	310034.409
208	308889.0035
209	308325.7874
210	307671.9493
211	306531.4728
212	305417.6161
213	304560.1081
214	303088.1814
215	302397.4691
216	301851.0543
217	300923.9589
218	299390.6997
219	298421.5681
220	297740.2779
221	296386.8763
222	295484.2706
223	294969.7365
224	294446.7929
225	293629.7464
226	292874.0598
227	291739.2156
228	291049.2952
229	290008.5126
230	289567.654
231	288921.7523
232	288390.9994
233	287490.2437
234	286960.4027
235	286651.0879
236	286001.4406
237	285639.1361
238	284654.383
239	284009.0199
240	283289.1793
241	282423.3517
242	282207.0516
243	281384.4656
244	280807.6214
245	279990.5917
246	279324.4167
247	279068.9025
248	278588.5607
249	278009.8757
250	277542.8137
251	276977.8157
252	276225.3645
253	275562.5351
254	274560.7334
255	273848.5775
256	273339.6225
257	272615.8599
258	272114.1077
259	271239.4142
260	270708.3667
261	270271.0312
262	269619.1253
263	268918.417
264	268507.0651
265	267669.6471
266	266742.8252
267	266603.5364
268	265774.7601
269	265340.8936
270	264952.7834
271	264593.2337
272	264134.6864
273	263460.2457
274	262805.9894
275	262089.5724
276	261580.6737
277	260987.0213
278	260569.3351
279	259860.7198
280	259265.327
281	258903.7005
282	258562.4561
283	258012.7612
284	257752.2629
285	257026.0655
286	256417.702
287	255768.061
288	255129.7312
289	254324.244
290	253954.1131
291	253386.8994
292	252861.2879
293	252560.251
294	251942.3175
295	251455.2911
296	251039.7685
297	250253.0529
298	249872.4898
299	249371.5972
300	248825.762
301	248355.6553
302	247627.5139
303	247377.8889
304	246915.465
305	246775.8931
306	246426.9886
307	245822.539
308	245410.7232
309	245036.2079
310	244453.0833
311	243889.5749
312	243479.3418
313	243019.0434
314	242287.2886
315	241959.7183
316	241604.4535
317	241036.9293
318	240532.7976
319	239943.0369
320	239494.2851
321	239185.5937
322	238662.7942
323	238356.2011
324	237716.0864
325	237318.41
326	236505.2234
327	236104.6627
328	235667.5136
329	235238.3539
330	234922.2213
331	234511.8895
332	233942.0754
333	233281.7267
334	232880.968
335	232461.3115
336	231962.0476
337	231456.5615
338	231080.7059
339	230447.457
340	230066.2705
341	229780.8698
342	229292.5166
343	228850.8743
344	228423.8467
345	228383.0242
346	227992.2094
347	227409.7225
348	226945.6515
349	226446.4007
350	225954.6657
351	225407.8497
352	225004.8021
353	224684.7986
354	224402.042
355	223895.1706
356	223683.6949
357	223300.7179
358	222944.3423
359	222502.3355
360	222088.3327
361	221681.5832
362	221193.205
363	220852.9487
364	220389.4253
365	220127.1545
366	220090.3616
367	219679.8902
368	219644.97
369	219130.9533
370	219106.4326
371	219073.8035
372	218647.0357
373	218299.1662
374	217872.9658
375	217588.5866
376	217256.9155
377	216709.759
378	216309.6175
379	216278.1874
380	215846.1719
381	215523.1091
382	215177.7955
383	215148.637
384	214755.0749
385	214402.5193
386	214374.5066
387	213885.6949
388	213645.4258
389	213619.155
390	213307.5259
391	212843.2074
392	212413.6547
393	212039.3823
394	211725.1564
395	211711.0613
396	211697.441
397	211673.9335
398	211259.473
399	211000.4882
400	210981.1534
401	210701.9902
402	210344.5436
403	210037.8147
404	209625.9046
405	209152.8243
406	208848.6558
407	208559.0459
408	208546.9378
409	208178.1612
410	207913.2045
411	207884.9852
412	207585.4777
413	207338.7857
414	207327.2326
415	206768.6945
416	206747.7126
417	206441.4594
418	206178.9722
419	205656.2232
420	205642.3292
421	205628.9751
422	205211.0822
423	204736.4885
424	204418.9478
425	204142.1788
426	203686.8493
427	203300.4162
428	202832.3175
429	202487.3401
430	202477.7601
431	202137.3541
432	201734.4012
433	201330.2275
434	201008.574
435	200943.9363
436	200617.0283
437	200322.6682
438	200016.7225
439	199753.3345
440	199544.5595
441	199299.7256
442	198991.5377
443	198770.0544
444	198558.4827
445	198264.3819
446	198009.6895
447	197990.2041
448	197813.8514
449	197484.4566
450	197134.8881
451	196808.8149
452	196543.1995
453	196243.455
454	195964.4219
455	195622.47
456	195344.2609
457	195103.0158
458	194881.6951
459	194650.3233
460	194632.1508
461	194408.7759
462	194397.9998
463	194247.3902
464	194071.2465
465	193823.0919
466	193479.4996
467	193234.3174
468	192972.0889
469	192696.8944
470	192371.263
471	192144.3189
472	191923.5819
473	191609.6364
474	191393.8584
475	191135.9192
476	190957.226
477	190662.7088
478	190459.935
479	190156.2287
480	189943.6707
481	189930.5332
482	189611.4704
483	189346.026
484	189331.1235
485	189318.8075
486	189110.9682
487	188889.2413
488	188707.0465
489	188447.8457
490	188272.7439
491	187948.4139
492	187749.7124
493	187447.4265
494	187212.318
495	186959.2246
496	186945.4673
497	186657.7511
498	186461.7671
499	186160.1472
500	185993.5399
501	185700.7267
502	185468.5435
503	185283.4565
504	185057.9913
505	184835.5345
506	184669.0507
507	184451.0494
508	184304.4915
509	184068.0315
510	183864.5076
511	183652.6165
512	183467.1714
513	183188.9938
514	182928.2729
515	182722.679
516	182432.9604
517	182308.8294
518	182286.5174
519	182274.8942
520	182070.4212
521	181919.373
522	181673.4412
523	181406.5111
524	181186.1501
525	181179.6214
526	180861.636
527	180627.8807
528	180330.3733
529	180108.3739
530	179913.3326
531	179760.4846
532	179566.3841
533	179381.1634
534	179373.865
535	179160.6055
536	178846.9417
537	178652.6457
538	178479.1917
539	178271.1853
540	178042.3889
541	177906.2286
542	177530.843
543	177270.3554
544	177067.8405
545	176816.8736
546	176691.3558
547	176507.1501
548	176326.9604
549	176158.2013
550	175994.9263
551	175692.103
552	175413.1706
553	175204.478
554	175194.9482
555	175026.0514
556	174882.9528
557	174712.8946
558	174707.7493
559	174377.5686
560	174159.5735
561	173860.1725
562	173693.8271
563	173551.2257
564	173447.8369
565	173265.7037
566	173110.7876
567	172966.2404
568	172779.8022
569	172605.5796
570	172458.2414
571	172306.3463
572	172073.4341
573	171816.721
574	171643.6181
575	171269.4341
576	171072.7608
577	171060.3321
578	170887.6013
579	170662.4999
580	170648.9056
581	170496.6657
582	170482.4187
583	170401.2495
584	170235.2023
585	170110.1595
586	169894.8857
587	169740.365
588	169623.7662
589	169580.7587
590	169341.2258
591	169126.9775
592	168950.8756
593	168860.0868
594	168704.9789
595	168599.4862
596	168557.7887
597	168279.6784
598	168227.9227
599	168012.6925
600	167879.62
601	167659.8807
602	167477.8978
603	167292.617
604	167162.0354
605	167084.3854
606	166870.3756
607	166656.9573
608	166551.5908
609	166458.1794
610	166153.1577
611	165991.8834
612	165744.5653
613	165536.1244
614	165368.4009
615	165104.4765
616	164896.528
617	164797.1292
618	164595.7885
619	164458.491
620	164285.3466
621	164070.5839
622	164060.1411
623	163913.6825
624	163736.5773
625	163581.6654
626	163420.6125
627	163411.0247
628	163151.8711
629	162980.8489
630	162788.9909
631	162642.699
632	162572.965
633	162248.0859
634	162050.8498
635	161901.4594
636	161697.3589
637	161433.0148
638	161395.7617
639	161266.165
640	161113.7511
641	161005.232
642	160818.8289
643	160732.9298
644	160660.4421
645	160515.9554
646	160375.936
647	160344.6362
648	160216.1011
649	160081.0389
650	159961.4403
651	159902.7892
652	159814.68
653	159666.3562
654	159579.6421
655	159404.4069
656	159232.1454
657	159069.1141
658	158972.9546
659	158856.8886
660	158563.5828
661	158529.2923
662	158291.8447
663	158152.7842
664	157994.019
665	157854.7167
666	157790.5956
667	157647.723
668	157519.3519
669	157451.28
670	157262.5717
671	157110.3039
672	156932.6114
673	156800.1999
674	156680.2846
675	156549.5527
676	156353.1881
677	156239.153
678	156128.3172
679	156042.8291
680	155922.9031
681	155794.437
682	155656.337
683	155626.2256
684	155514.4261
685	155354.6112
686	155166.9911
687	154987.1192
688	154889.413
689	154789.6535
690	154712.9704
691	154526.843
692	154376.0203
693	154213.2505
694	154126.7066
695	153970.2067
696	153812.0521
697	153679.6377
698	153518.138
699	153490.1243
700	153430.7468
701	153288.3615
702	153145.0647
703	153047.9643
704	152911.3837
705	152690.1409
706	152489.3774
707	152342.6622
708	152203.0554
709	152092.0823
710	152013.5973
711	151930.141
712	151786.3809
713	151700.714
714	151602.4676
715	151406.0811
716	151289.759
717	151225.6057
718	151154.7268
719	151072.5358
720	150914.0945
721	150745.8539
722	150492.8222
723	150427.6452
724	150295.8461
725	150186.9376
726	150056.8327
727	150036.3128
728	149895.4267
729	149798.8868
730	149738.3275
731	149598.705
732	149572.2305
733	149513.6278
734	149499.3483
735	149380.4421
736	149295.3796
737	149149.9278
738	149048.9569
739	148914.8883
740	148897.2566
741	148774.5855
742	148684.5304
743	148577.5186
744	148466.202
745	148377.2823
746	148324.0473
747	148232.6415
748	148121.7246
749	147946.1418
750	147826.2694
751	147702.6579
752	147600.272
753	147498.8534
754	147454.5237
755	147345.3816
756	147179.5141
757	147103.7244
758	146951.0671
759	146805.3622
760	146660.1913
761	146468.9327
762	146328.2947
763	146211.9237
764	146126.9733
765	146026.7439
766	145908.6896
767	145858.2821
768	145754.9597
769	145637.5657
770	145447.9825
771	145205.0504
772	145067.5475
773	144962.3253
774	144855.9398
775	144748.7954
776	144682.8936
777	144565.5543
778	144411.0227
779	144307.1878
780	144192.7253
781	144085.7967
782	143982.1523
783	143963.6884
784	143843.9644
785	143753.645
786	143581.8768
787	143504.5544
788	143408.1954
789	143356.7299
790	143248.2835
791	143014.5035
792	142960.8902
793	142833.8062
794	142670.8253
795	142571.1555
796	142523.5825
797	142326.8919
798	142148.4625
799	141947.4503
800	141813.9641
801	141697.5435
802	141571.007
803	141517.6476
804	141458.0752
805	141375.7071
806	141242.0714
807	141106.5539
808	140994.2711
809	140904.9482
810	140800.2633
811	140652.6669
812	140563.2212
813	140412.4097
814	140295.1464
815	140225.2644
816	140083.8741
817	140022.0478
818	139953.207
819	139860.214
820	139768.88
821	139693.8717
822	139665.1564
823	139485.8789
824	139342.2639
825	139178.6565
826	139164.2882
827	139051.0866
828	138878.3659
829	138722.7182
830	138534.3955
831	138521.1276
832	138423.4715
833	138298.071
834	138204.946
835	138112.2851
836	138030.9893
837	137927.3323
838	137837.5352
839	137737.6714
840	137657.4163
841	137540.3326
842	137429.4774
843	137371.2149
844	137204.0971
845	137089.5959
846	136979.3487
847	136923.2476
848	136820.2091
849	136616.1655
850	136507.2456
851	136407.187
852	136271.6254
853	136190.8129
854	136100.8972
855	136009.9134
856	135882.921
857	135752.0057
858	135648.4812
859	135539.6515
860	135513.7658
861	135424.2654
862	135318.4546
863	135173.6804
864	135078.9326
865	135037.574
866	134934.9283
867	134838.6951
868	134671.2916
869	134619.2626
870	134533.3877
871	134394.3327
872	134304.3205
873	134185.4879
874	134066.9241
875	133948.4213
876	133814.1507
877	133706.5664
878	133607.7133
879	133531.0354
880	133451.1602
881	133251.7067
882	133177.766
883	133084.5855
884	132877.109
885	132775.1285
886	132596.5684
887	132550.8316
888	132445.6849
889	132331.6425
890	132266.0096
891	132140.7753
892	132123.531
893	132039.4275
894	132021.8881
895	131945.1492
896	131843.2575
897	131697.3354
898	131629.7432
899	131526.7033
900	131461.574
901	131300.4994
902	131247.5
903	131217.9726
904	131064.3016
905	130878.2896
906	130811.4873
907	130671.5683
908	130562.4408
909	130468.255
910	130343.1004
911	130298.8336
912	130159.868
913	130042.0781
914	129926.6906
915	129856.5081
916	129756.8736
917	129680.1016
918	129571.4302
919	129475.1897
920	129363.9488
921	129263.8853
922	129136.747
923	129060.0633
924	128977.1816
925	128864.3655
926	128825.2775
927	128712.627
928	128538.7428
929	128444.8212
930	128345.1887
931	128147.6692
932	128032.1829
933	127943.5556
934	127858.8374
935	127767.3739
936	127681.1585
937	127590.9689
938	127506.3094
939	127413.6303
940	127401.5924
941	127328.3555
942	127291.9095
943	127260.9555
944	127161.0358
945	127107.4595
946	127010.3768
947	126930.7262
948	126891.9359
949	126829.3256
950	126779.6797
951	126657.5566
952	126641.6988
953	126549.9103
954	126482.7907
955	126409.1563
956	126347.1107
957	126246.0843
958	126138.482
959	126038.2616
960	125956.0264
961	125854.7676
962	125762.7974
963	125703.1768
964	125623.102
965	125511.6961
966	125409.2351
967	125284.4191
968	125207.3444
969	125134.8732
970	124979.5156
971	124943.8943
972	124850.0675
973	124746.082
974	124664.6757
975	124601.313
976	124490.4764
977	124415.8034
978	124359.7917
979	124287.4614
980	124176.9266
981	124122.444
982	124032.111
983	123938.3765
984	123831.0909
985	123768.906
986	123639.714
987	123588.8978
988	123517.0886
989	123450.0188
990	123356.3793
991	123255.2826
992	123208.7297
993	123175.9124
994	123112.6607
995	123054.8316
996	122947.1585
997	122873.3572
998	122785.1126
999	122695.2092
